92.000000,75.040000
86.000000,67.970000
99.000000,85.130000
54.000000,33.710000
66.000000,48.260000
55.000000,27.680000
73.000000,52.420000
91.000000,79.310000
56.000000,34.470000
62.000000,39.040000
61.000000,37.960000
84.000000,67.580000
58.000000,36.110000
78.000000,58.310000
58.000000,32.390000
63.000000,40.590000
53.000000,25.710000
48.000000,23.780000
99.000000,89.290000
89.000000,73.320000
78.000000,57.930000
84.000000,65.200000
91.000000,75.580000
50.000000,22.890000
78.000000,62.580000
54.000000,27.990000
77.000000,53.070000
76.000000,53.480000
60.000000,40.950000
72.000000,50.010000
44.000000,19.570000
97.000000,82.500000
59.000000,37.500000
94.000000,80.940000
96.000000,80.950000
59.000000,29.690000
89.000000,74.090000
48.000000,25.010000
79.000000,59.690000
64.000000,44.070000
78.000000,62.200000
79.000000,59.490000
83.000000,62.580000
65.000000,45.380000
86.000000,71.460000
93.000000,77.180000
93.000000,79.760000
58.000000,31.560000
90.000000,74.800000
82.000000,66.570000
85.000000,67.880000
49.000000,27.810000
79.000000,56.340000
74.000000,53.620000
77.000000,53.820000
77.000000,55.070000
69.000000,48.770000
84.000000,68.540000
52.000000,28.050000
77.000000,54.100000
81.000000,64.360000
76.000000,59.940000
80.000000,59.910000
65.000000,43.780000
76.000000,59.410000
64.000000,44.850000
73.000000,53.970000
66.000000,40.650000
90.000000,67.580000
72.000000,48.960000
71.000000,46.740000
70.000000,49.120000
75.000000,58.620000
76.000000,60.330000
63.000000,41.580000
87.000000,65.190000
77.000000,56.430000
63.000000,50.170000
66.000000,42.160000
55.000000,33.910000
85.000000,64.220000
83.000000,63.290000
69.000000,49.880000
80.000000,64.450000
76.000000,59.690000
76.000000,52.840000
88.000000,69.780000
64.000000,41.210000
70.000000,49.460000
67.000000,48.650000
84.000000,65.400000
69.000000,42.500000
87.000000,68.000000
79.000000,64.630000
64.000000,38.570000
68.000000,50.740000
40.000000,11.880000
77.000000,59.870000
70.000000,49.320000
54.000000,27.410000
67.000000,45.260000
71.000000,49.340000
68.000000,49.600000
70.000000,52.670000
82.000000,63.410000
72.000000,53.590000
61.000000,37.420000
75.000000,55.340000
68.000000,41.680000
78.000000,59.620000
84.000000,66.610000
85.000000,62.990000
81.000000,59.470000
85.000000,64.960000
76.000000,56.590000
90.000000,75.940000
66.000000,45.070000
79.000000,67.420000
99.000000,87.080000
61.000000,37.300000
82.000000,64.970000
70.000000,52.050000
48.000000,24.680000
81.000000,62.120000
94.000000,75.700000
61.000000,37.660000
74.000000,53.440000
65.000000,42.720000
53.000000,31.620000
46.000000,21.250000
54.000000,28.370000
75.000000,55.910000
67.000000,46.040000
64.000000,40.280000
50.000000,27.310000
84.000000,63.630000
58.000000,33.440000
62.000000,41.440000
66.000000,45.050000
95.000000,80.750000
65.000000,43.280000
92.000000,75.600000
74.000000,55.520000
78.000000,60.890000
54.000000,30.090000
83.000000,60.780000
86.000000,69.190000
54.000000,31.940000
80.000000,61.820000
74.000000,50.640000
61.000000,38.210000
84.000000,64.100000
52.000000,28.820000
66.000000,51.750000
84.000000,63.350000
85.000000,65.990000
82.000000,64.390000
68.000000,45.890000
77.000000,56.330000
80.000000,55.470000
62.000000,37.930000
101.000000,81.910000
55.000000,34.190000
83.000000,64.380000
79.000000,57.440000
44.000000,19.070000
89.000000,71.510000
80.000000,63.460000
68.000000,43.730000
75.000000,57.840000
61.000000,39.530000
64.000000,40.140000
79.000000,59.700000
77.000000,60.860000
89.000000,73.160000
86.000000,69.590000
72.000000,52.470000
45.000000,21.620000
57.000000,30.890000
67.000000,44.850000
45.000000,22.340000
74.000000,54.260000
86.000000,69.660000
42.000000,18.650000
66.000000,47.680000
54.000000,33.580000
48.000000,24.220000
83.000000,65.540000
68.000000,47.730000
60.000000,40.250000
74.000000,50.650000
90.000000,71.120000
85.000000,61.820000
92.000000,78.200000
101.000000,85.020000
54.000000,29.750000
73.000000,52.130000
51.000000,32.180000
68.000000,47.470000
64.000000,44.100000
78.000000,60.330000
77.000000,59.480000
71.000000,53.770000
63.000000,39.170000
60.000000,35.060000
80.000000,61.590000
52.000000,30.670000
65.000000,42.710000
72.000000,53.570000
47.000000,22.120000
82.000000,62.850000
53.000000,28.480000
71.000000,49.600000
75.000000,53.710000
73.000000,54.400000
82.000000,66.060000
77.000000,60.750000
66.000000,44.980000
82.000000,61.850000
41.000000,18.820000
81.000000,58.110000
48.000000,26.410000
84.000000,65.410000
79.000000,59.930000
90.000000,77.390000
48.000000,22.290000
76.000000,60.310000
70.000000,50.310000
71.000000,54.590000
59.000000,38.180000
78.000000,60.460000
79.000000,64.820000
69.000000,41.740000
69.000000,51.380000
86.000000,69.900000
66.000000,45.420000
54.000000,30.370000
78.000000,57.250000
79.000000,57.060000
79.000000,61.710000
87.000000,70.640000
74.000000,53.950000
84.000000,68.280000
81.000000,64.230000
64.000000,40.570000
85.000000,69.710000
61.000000,39.420000
68.000000,47.350000
81.000000,65.860000
72.000000,51.260000
64.000000,40.940000
78.000000,58.130000
74.000000,57.100000
78.000000,59.120000
84.000000,63.130000
66.000000,44.480000
52.000000,27.870000
71.000000,53.040000
61.000000,38.160000
67.000000,42.940000
80.000000,65.420000
70.000000,48.820000
74.000000,58.610000
82.000000,66.150000
70.000000,50.870000
87.000000,70.290000
53.000000,32.600000
85.000000,64.310000
45.000000,19.230000
92.000000,77.410000
96.000000,82.830000
72.000000,51.550000
86.000000,64.850000
49.000000,23.540000
